Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
536755,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2010-12-02 14:14:00,2.95,,United Kingdom
536756,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-02 14:23:00,2.95,,United Kingdom
536763,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-02 14:42:00,1.25,17685.0,United Kingdom
536765,84952C,,19,2010-12-02 14:43:00,0.0,,United Kingdom
536782,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-12-02 15:18:00,1.25,17567.0,United Kingdom
536782,21671,RED SPOT CERAMIC DRAWER KNOB,12,2010-12-02 15:18:00,1.25,17567.0,United Kingdom
536785,84879,ASSORTED COLOUR BIRD ORNAMENT,320,2010-12-02 15:22:00,1.45,15061.0,United Kingdom
536790,15056BL,EDWARDIAN PARASOL BLACK,6,2010-12-02 15:26:00,4.95,17850.0,United Kingdom
536796,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2010-12-02 15:46:00,0.85,15574.0,United Kingdom
536796,21982,PACK OF 12 SUKI TISSUES ,1,2010-12-02 15:46:00,0.29,15574.0,United Kingdom
536796,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2010-12-02 15:46:00,2.55,15574.0,United Kingdom
536800,22024,RAINY LADIES BIRTHDAY CARD,12,2010-12-02 16:12:00,0.42,14829.0,United Kingdom
536804,22365,DOORMAT RESPECTABLE HOUSE,10,2010-12-02 16:34:00,6.75,14031.0,United Kingdom
C536812,22595,CHRISTMAS GINGHAM HEART,-144,2010-12-02 16:58:00,0.72,16546.0,United Kingdom
C536814,72799E,IVORY PILLAR CANDLE SILVER FLOCK,-6,2010-12-02 17:03:00,2.95,13958.0,United Kingdom
536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2010-12-02 17:24:00,2.55,13798.0,United Kingdom
536833,20749,ASSORTED COLOUR MINI CASES,2,2010-12-02 17:48:00,7.95,18239.0,United Kingdom
536836,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2010-12-02 18:08:00,4.95,18168.0,United Kingdom
536836,22180,RETROSPOT LAMP,1,2010-12-02 18:08:00,9.95,18168.0,United Kingdom
536845,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2010-12-02 19:18:00,5.95,17961.0,United Kingdom
536846,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2010-12-02 19:59:00,1.45,14573.0,United Kingdom
536846,20982,12 PENCILS TALL TUBE SKULLS,1,2010-12-02 19:59:00,0.85,14573.0,United Kingdom
536846,22834,HAND WARMER BABUSHKA DESIGN,6,2010-12-02 19:59:00,2.1,14573.0,United Kingdom
536856,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2010-12-03 10:26:00,2.1,13370.0,United Kingdom
536859,22574,HEART WOODEN CHRISTMAS DECORATION,10,2010-12-03 10:43:00,0.85,12841.0,United Kingdom
536862,22186,RED STAR CARD HOLDER,1,2010-12-03 11:13:00,5.91,,United Kingdom
536862,84970s,HANGING HEART ZINC T-LIGHT HOLDER,5,2010-12-03 11:13:00,2.13,,United Kingdom
536862,21259,VICTORIAN SEWING BOX SMALL ,2,2010-12-03 11:13:00,12.72,,United Kingdom
536863,85135B,BLUE DRAGONFLY HELICOPTER,1,2010-12-03 11:19:00,7.95,17967.0,United Kingdom
536864,21258,VICTORIAN SEWING BOX LARGE,3,2010-12-03 11:27:00,25.49,,United Kingdom
536864,82599,FANNY'S REST STOPMETAL SIGN,1,2010-12-03 11:27:00,4.21,,United Kingdom
536865,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,6,2010-12-03 11:28:00,2.13,,United Kingdom
536874,21462,"NURSERY A,B,C PAINTED LETTERS",1,2010-12-03 11:35:00,6.75,16891.0,United Kingdom
536876,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2010-12-03 11:36:00,5.06,,United Kingdom
536876,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,2010-12-03 11:36:00,5.06,,United Kingdom
536876,22155,STAR DECORATION RUSTIC,3,2010-12-03 11:36:00,0.85,,United Kingdom
536876,85150,LADIES & GENTLEMEN METAL SIGN,2,2010-12-03 11:36:00,5.06,,United Kingdom
536876,22553,PLASTERS IN TIN SKULLS,4,2010-12-03 11:36:00,3.36,,United Kingdom
536876,21981,PACK OF 12 WOODLAND TISSUES ,3,2010-12-03 11:36:00,0.85,,United Kingdom
536876,22395,PAPERWEIGHT VINTAGE PAISLEY,1,2010-12-03 11:36:00,5.06,,United Kingdom
536876,22382,LUNCH BAG SPACEBOY DESIGN ,1,2010-12-03 11:36:00,4.21,,United Kingdom
536876,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,8,2010-12-03 11:36:00,2.13,,United Kingdom
536876,22219,LOVEBIRD HANGING DECORATION WHITE ,3,2010-12-03 11:36:00,1.66,,United Kingdom
536945,21114,LAVENDER SCENTED FABRIC HEART,10,2010-12-03 12:24:00,1.25,14083.0,United Kingdom
536945,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2010-12-03 12:24:00,3.75,14083.0,United Kingdom
536946,22941,CHRISTMAS LIGHTS 10 REINDEER,12,2010-12-03 12:28:00,8.5,13013.0,United Kingdom
536947,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2010-12-03 12:29:00,5.45,13013.0,United Kingdom
536975,22847,BREAD BIN DINER STYLE IVORY,2,2010-12-03 14:04:00,16.95,14911.0,EIRE
536975,35967,FOLK ART METAL STAR T-LIGHT HOLDER,24,2010-12-03 14:04:00,0.38,14911.0,EIRE
536981,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,2010-12-03 14:26:00,3.75,14723.0,United Kingdom
536981,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2010-12-03 14:26:00,2.95,14723.0,United Kingdom
536982,22835,HOT WATER BOTTLE I AM SO POORLY,3,2010-12-03 14:27:00,11.02,,United Kingdom
536982,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,13,2010-12-03 14:27:00,5.91,,United Kingdom
536989,22150,3 STRIPEY MICE FELTCRAFT,1,2010-12-03 15:10:00,1.95,17238.0,United Kingdom
536990,20658,RED RETROSPOT LUGGAGE TAG,12,2010-12-03 15:14:00,1.25,12793.0,Portugal
537013,35965,,-25,2010-12-03 15:40:00,0.0,,United Kingdom
537016,21836,,-15,2010-12-03 15:41:00,0.0,,United Kingdom
537023,22356,CHARLOTTE BAG PINK POLKADOT,1,2010-12-03 16:02:00,0.85,16725.0,United Kingdom
537034,22314,OFFICE MUG WARMER CHOC+BLUE,6,2010-12-03 17:20:00,2.95,13081.0,United Kingdom
537034,22633,HAND WARMER UNION JACK,96,2010-12-03 17:20:00,1.85,13081.0,United Kingdom
537042,22956,36 FOIL HEART CAKE CASES,1,2010-12-05 10:45:00,2.1,13838.0,United Kingdom
537045,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,2010-12-05 10:54:00,4.25,15038.0,United Kingdom
537045,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-12-05 10:54:00,2.55,15038.0,United Kingdom
537047,22974,CHILDRENS DOLLY GIRL MUG,2,2010-12-05 11:02:00,1.65,13069.0,United Kingdom
537049,22632,HAND WARMER RED RETROSPOT,12,2010-12-05 11:04:00,2.1,16241.0,United Kingdom
537051,22694,WICKER STAR ,2,2010-12-05 11:12:00,2.1,15708.0,United Kingdom
537051,22592,CARDHOLDER HOLLY WREATH METAL,1,2010-12-05 11:12:00,3.75,15708.0,United Kingdom
537055,22784,LANTERN CREAM GAZEBO ,6,2010-12-05 11:45:00,4.95,16814.0,United Kingdom
537055,21790,VINTAGE SNAP CARDS,4,2010-12-05 11:45:00,0.85,16814.0,United Kingdom
537055,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-05 11:45:00,2.95,16814.0,United Kingdom
537057,22433,WATERING CAN GREEN DINOSAUR,3,2010-12-05 11:49:00,1.95,15351.0,United Kingdom
537057,22505,MEMO BOARD COTTAGE DESIGN,2,2010-12-05 11:49:00,4.95,15351.0,United Kingdom
537065,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2010-12-05 11:57:00,9.95,12567.0,France
537077,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-05 11:59:00,0.55,17062.0,United Kingdom
537126,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2010-12-05 12:13:00,3.75,18118.0,United Kingdom
537133,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2010-12-05 12:29:00,1.49,18156.0,United Kingdom
537138,22436,12 COLOURED PARTY BALLOONS,6,2010-12-05 12:44:00,0.65,17211.0,United Kingdom
537140,20685,DOORMAT RED RETROSPOT,1,2010-12-05 12:53:00,7.95,12748.0,United Kingdom
537141,22627,MINT KITCHEN SCALES,1,2010-12-05 12:57:00,8.5,15570.0,United Kingdom
537142,22469,HEART OF WICKER SMALL,1,2010-12-05 12:57:00,1.65,12748.0,United Kingdom
537144,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,2010-12-05 13:00:00,2.25,15880.0,United Kingdom
537144,21723,ALPHABET HEARTS STICKER SHEET,1,2010-12-05 13:00:00,0.85,15880.0,United Kingdom
537144,22186,RED STAR CARD HOLDER,1,2010-12-05 13:00:00,2.95,15880.0,United Kingdom
537153,35598B,BLACK CHRISTMAS TREE 60CM,1,2010-12-05 13:03:00,2.95,16718.0,United Kingdom
537153,21888,BINGO SET,6,2010-12-05 13:03:00,3.75,16718.0,United Kingdom
537154,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2010-12-05 13:05:00,2.1,15808.0,United Kingdom
537154,22726,ALARM CLOCK BAKELIKE GREEN,5,2010-12-05 13:05:00,3.75,15808.0,United Kingdom
537154,22747,POPPY'S PLAYHOUSE BATHROOM,1,2010-12-05 13:05:00,2.1,15808.0,United Kingdom
537158,22632,HAND WARMER RED RETROSPOT,7,2010-12-05 13:10:00,2.1,16393.0,United Kingdom
537176,22367,CHILDRENS APRON SPACEBOY DESIGN,3,2010-12-05 13:26:00,1.95,16411.0,United Kingdom
537192,22560,TRADITIONAL MODELLING CLAY,2,2010-12-05 13:42:00,1.25,16402.0,United Kingdom
537192,22094,RED RETROSPOT TISSUE BOX,2,2010-12-05 13:42:00,1.25,16402.0,United Kingdom
537192,21107,CREAM SLICE FLANNEL PINK SPOT ,1,2010-12-05 13:42:00,2.95,16402.0,United Kingdom
537196,21811,CHRISTMAS HANGING HEART WITH BELL,1,2010-12-05 13:55:00,1.25,15426.0,United Kingdom
537196,84987,SET OF 36 TEATIME PAPER DOILIES,1,2010-12-05 13:55:00,1.45,15426.0,United Kingdom
537198,20685,DOORMAT RED RETROSPOT,10,2010-12-05 14:03:00,6.75,12647.0,Germany
537200,85055,FRENCH ENAMEL UTENSIL HOLDER,1,2010-12-05 14:17:00,3.75,15867.0,United Kingdom
537201,22574,HEART WOODEN CHRISTMAS DECORATION,12,2010-12-05 14:19:00,0.85,12472.0,Germany
537208,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,2010-12-05 15:12:00,2.55,15889.0,United Kingdom
537208,82600,NO SINGING METAL SIGN,2,2010-12-05 15:12:00,2.1,15889.0,United Kingdom
537210,20728,LUNCH BAG CARS BLUE,1,2010-12-05 15:15:00,1.65,15953.0,United Kingdom
537219,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-05 15:47:00,2.1,14081.0,United Kingdom
537221,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-12-05 15:54:00,3.75,17965.0,United Kingdom
537222,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-05 16:00:00,12.75,14404.0,United Kingdom
537224,22833,HALL CABINET WITH 3 DRAWERS,1,2010-12-05 16:24:00,49.95,13174.0,United Kingdom
537224,21913,VINTAGE SEASIDE JIGSAW PUZZLES,2,2010-12-05 16:24:00,3.75,13174.0,United Kingdom
537224,22548,HEADS AND TAILS SPORTING FUN,1,2010-12-05 16:24:00,1.25,13174.0,United Kingdom
537224,22497,SET OF 2 TINS VINTAGE BATHROOM ,2,2010-12-05 16:24:00,4.25,13174.0,United Kingdom
537225,21658,GLASS  BEURRE DISH,1,2010-12-05 16:41:00,3.95,12748.0,United Kingdom
537226,22927,GREEN GIANT GARDEN THERMOMETER,2,2010-12-06 08:34:00,5.95,15987.0,United Kingdom
537231,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2010-12-06 09:21:00,2.55,13652.0,United Kingdom
537231,22633,HAND WARMER UNION JACK,12,2010-12-06 09:21:00,2.1,13652.0,United Kingdom
537236,48184,DOORMAT ENGLISH ROSE ,3,2010-12-06 09:52:00,7.95,16858.0,United Kingdom
537237,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2,2010-12-06 09:58:00,2.51,,United Kingdom
537237,22355,CHARLOTTE BAG SUKI DESIGN,5,2010-12-06 09:58:00,1.66,,United Kingdom
537237,20963,APPLE BATH SPONGE,1,2010-12-06 09:58:00,2.51,,United Kingdom
537237,21688,SILVER PLATE CANDLE BOWL SMALL,1,2010-12-06 09:58:00,5.91,,United Kingdom
537237,22318,FIVE HEART HANGING DECORATION,2,2010-12-06 09:58:00,5.91,,United Kingdom
537237,22261,FELT EGG COSY WHITE RABBIT ,1,2010-12-06 09:58:00,1.66,,United Kingdom
537237,48184,DOORMAT ENGLISH ROSE ,1,2010-12-06 09:58:00,14.43,,United Kingdom
537237,21219,SET/4 BADGES BALLOON GIRL,1,2010-12-06 09:58:00,2.51,,United Kingdom
537237,90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,1,2010-12-06 09:58:00,1.69,,United Kingdom
537237,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,2010-12-06 09:58:00,5.91,,United Kingdom
537240,22457,NATURAL SLATE HEART CHALKBOARD ,5,2010-12-06 10:08:00,5.91,,United Kingdom
537240,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,3,2010-12-06 10:08:00,2.13,,United Kingdom
537240,21992,VINTAGE PAISLEY STATIONERY SET,8,2010-12-06 10:08:00,2.51,,United Kingdom
537240,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-06 10:08:00,8.47,,United Kingdom
537240,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2010-12-06 10:08:00,0.85,,United Kingdom
537240,22227,HANGING HEART MIRROR DECORATION ,6,2010-12-06 10:08:00,1.28,,United Kingdom
537240,90010E,AMBER GLASS/SILVER BRACELET,4,2010-12-06 10:08:00,9.34,,United Kingdom
537253,21915,RED  HARMONICA IN BOX ,8,2010-12-06 10:53:00,1.25,,United Kingdom
537254,22147,FELTCRAFT BUTTERFLY HEARTS,2,2010-12-06 11:01:00,1.45,15898.0,United Kingdom
537255,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-06 11:03:00,1.25,14443.0,United Kingdom
537258,21948,SET OF 6 CAKE CHOPSTICKS,6,2010-12-06 11:16:00,1.25,17227.0,United Kingdom
537265,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-06 11:26:00,3.75,15919.0,United Kingdom
537262,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,2010-12-06 11:26:00,7.95,15039.0,United Kingdom
537262,22580,ADVENT CALENDAR GINGHAM SACK,2,2010-12-06 11:26:00,5.95,15039.0,United Kingdom
537262,21930,JUMBO STORAGE BAG SKULLS,1,2010-12-06 11:26:00,1.95,15039.0,United Kingdom
537265,21907,I'M ON HOLIDAY METAL SIGN,1,2010-12-06 11:26:00,2.1,15919.0,United Kingdom
537335,20731,POSY CANDY BAG,1,2010-12-06 12:15:00,1.25,15048.0,United Kingdom
537346,22589,CARDHOLDER GINGHAM STAR,6,2010-12-06 12:21:00,2.55,15301.0,United Kingdom
537350,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2010-12-06 12:23:00,0.42,14708.0,United Kingdom
537365,20711,JUMBO BAG TOYS ,10,2010-12-06 12:38:00,1.95,15078.0,United Kingdom
537370,20972,PINK CREAM FELT CRAFT TRINKET BOX ,5,2010-12-06 12:44:00,1.25,13155.0,United Kingdom
537370,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-12-06 12:44:00,1.25,13155.0,United Kingdom
537370,85185B,PINK HORSE SOCK PUPPET,1,2010-12-06 12:44:00,2.95,13155.0,United Kingdom
537371,22616,PACK OF 12 LONDON TISSUES ,48,2010-12-06 12:47:00,0.29,15028.0,United Kingdom
537372,21165,BEWARE OF THE CAT METAL SIGN ,3,2010-12-06 12:52:00,1.69,16919.0,United Kingdom
537372,21931,JUMBO STORAGE BAG SUKI,2,2010-12-06 12:52:00,1.95,16919.0,United Kingdom
537372,85150,LADIES & GENTLEMEN METAL SIGN,2,2010-12-06 12:52:00,2.55,16919.0,United Kingdom
537372,21181,PLEASE ONE PERSON METAL SIGN,2,2010-12-06 12:52:00,2.1,16919.0,United Kingdom
537374,22350,ILLUSTRATED CAT BOWL ,1,2010-12-06 12:55:00,2.55,17259.0,United Kingdom
537374,79051A,SMOKEY GREY COLOUR D.O.F. GLASS,4,2010-12-06 12:55:00,0.65,17259.0,United Kingdom
537376,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2010-12-06 12:59:00,3.75,16722.0,United Kingdom
537381,22867,HAND WARMER BIRD DESIGN,24,2010-12-06 13:13:00,2.1,14667.0,United Kingdom
537381,22838,3 TIER CAKE TIN RED AND CREAM,1,2010-12-06 13:13:00,14.95,14667.0,United Kingdom
537381,22700,BLACK AND WHITE DOG BOWL,6,2010-12-06 13:13:00,2.95,14667.0,United Kingdom
537382,21818,GLITTER CHRISTMAS HEART ,2,2010-12-06 13:13:00,0.85,16710.0,United Kingdom
537388,21260,FIRST AID TIN,12,2010-12-06 13:35:00,3.25,17682.0,United Kingdom
537388,22674,FRENCH TOILET SIGN BLUE METAL,12,2010-12-06 13:35:00,1.25,17682.0,United Kingdom
537391,20754,RETROSPOT RED WASHING UP GLOVES,4,2010-12-06 13:53:00,2.1,16550.0,United Kingdom
537392,21429,RED GINGHAM ROSE JEWELLERY BOX,5,2010-12-06 13:58:00,1.65,17068.0,United Kingdom
537395,22632,HAND WARMER RED RETROSPOT,1,2010-12-06 14:05:00,2.1,15356.0,United Kingdom
537396,22697,GREEN REGENCY TEACUP AND SAUCER,1,2010-12-06 14:08:00,2.95,17223.0,United Kingdom
537399,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-12-06 14:31:00,3.75,13030.0,United Kingdom
537407,22196,SMALL HEART MEASURING SPOONS,12,2010-12-06 14:55:00,0.85,15502.0,United Kingdom
537418,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,4,2010-12-06 15:13:00,1.65,17884.0,United Kingdom
537422,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2010-12-06 15:27:00,0.85,17812.0,United Kingdom
537422,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2010-12-06 15:27:00,0.85,17812.0,United Kingdom
537429,20719,WOODLAND CHARLOTTE BAG,6,2010-12-06 15:54:00,0.85,12748.0,United Kingdom
537429,22536,MAGIC DRAWING SLATE PURDEY,1,2010-12-06 15:54:00,0.42,12748.0,United Kingdom
537434,85135B,BLUE DRAGONFLY HELICOPTER,1,2010-12-06 16:57:00,8.47,,United Kingdom
537434,90177D,DROP DIAMANTE EARRINGS PURPLE,1,2010-12-06 16:57:00,2.96,,United Kingdom
537434,21982,PACK OF 12 SUKI TISSUES ,4,2010-12-06 16:57:00,0.85,,United Kingdom
537434,21544,SKULLS  WATER TRANSFER TATTOOS ,4,2010-12-06 16:57:00,1.66,,United Kingdom
537434,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2010-12-06 16:57:00,2.51,,United Kingdom
537434,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2010-12-06 16:57:00,3.36,,United Kingdom
537434,21787,RAIN PONCHO RETROSPOT,3,2010-12-06 16:57:00,1.66,,United Kingdom
537436,84270,,7,2010-12-06 17:00:00,0.0,,United Kingdom
537447,22569,FELTCRAFT CUSHION BUTTERFLY,4,2010-12-07 09:21:00,3.75,13963.0,United Kingdom
537450,20684,,-19,2010-12-07 09:26:00,0.0,,United Kingdom
537458,21479,WHITE SKULL HOT WATER BOTTLE ,4,2010-12-07 09:55:00,3.75,17091.0,United Kingdom
537463,22191,IVORY DINER WALL CLOCK,2,2010-12-07 10:08:00,8.5,12681.0,France
537464,21876,POTTERING MUG,12,2010-12-07 10:14:00,1.25,14907.0,United Kingdom
537464,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-12-07 10:14:00,1.45,14907.0,United Kingdom
537465,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-12-07 10:32:00,4.95,17735.0,United Kingdom
537489,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-12-07 11:33:00,0.85,17017.0,United Kingdom
537534,22676,FRENCH BLUE METAL DOOR SIGN 1,3,2010-12-07 11:48:00,0.0,,United Kingdom
537534,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-07 11:48:00,0.0,,United Kingdom
537534,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2010-12-07 11:48:00,0.0,,United Kingdom
537594,22847,BREAD BIN DINER STYLE IVORY,4,2010-12-07 12:28:00,14.95,12647.0,Germany
537594,POST,POSTAGE,5,2010-12-07 12:28:00,18.0,12647.0,Germany
537595,37479B,CUBIC MUG FLOCK BLUE ON BROWN,2,2010-12-07 12:29:00,2.55,13569.0,United Kingdom
537604,21155,RED RETROSPOT PEG BAG,6,2010-12-07 13:01:00,2.1,13488.0,United Kingdom
537606,22809,SET OF 6 T-LIGHTS SANTA,6,2010-12-07 13:16:00,2.95,15002.0,United Kingdom
537607,21621,VINTAGE UNION JACK BUNTING,2,2010-12-07 13:18:00,8.5,15965.0,United Kingdom
537623,21172,PARTY METAL SIGN ,6,2010-12-07 14:31:00,1.45,15858.0,United Kingdom
537623,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,1,2010-12-07 14:31:00,2.95,15858.0,United Kingdom
537624,22276,WASH BAG VINTAGE ROSE PAISLEY,1,2010-12-07 14:41:00,2.55,12748.0,United Kingdom
537627,21587,COSY HOUR GIANT TUBE MATCHES,48,2010-12-07 14:58:00,2.1,14739.0,United Kingdom
537628,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-07 15:02:00,2.1,16293.0,United Kingdom
537638,21481,FAWN BLUE HOT WATER BOTTLE,3,2010-12-07 15:28:00,5.91,,United Kingdom
537638,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2010-12-07 15:28:00,3.36,,United Kingdom
537638,21915,RED  HARMONICA IN BOX ,3,2010-12-07 15:28:00,2.51,,United Kingdom
537638,21666,RIDGED GLASS T-LIGHT HOLDER,1,2010-12-07 15:28:00,1.66,,United Kingdom
537638,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,2010-12-07 15:28:00,2.51,,United Kingdom
537638,22088,PAPER BUNTING COLOURED LACE,1,2010-12-07 15:28:00,5.91,,United Kingdom
537638,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2010-12-07 15:28:00,0.85,,United Kingdom
537638,21832,CHOCOLATE CALCULATOR,1,2010-12-07 15:28:00,3.36,,United Kingdom
537638,22444,GROW YOUR OWN PLANT IN A CAN ,5,2010-12-07 15:28:00,2.51,,United Kingdom
537638,85129C,BEADED CRYSTAL HEART BLUE SMALL,1,2010-12-07 15:28:00,2.51,,United Kingdom
537640,22075,6 RIBBONS ELEGANT CHRISTMAS ,6,2010-12-07 15:31:00,4.21,,United Kingdom
537641,21870,I CAN ONLY PLEASE ONE PERSON MUG,2,2010-12-07 15:32:00,3.36,,United Kingdom
537641,22468,BABUSHKA LIGHTS STRING OF 10,1,2010-12-07 15:32:00,13.57,,United Kingdom
537641,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2010-12-07 15:32:00,5.91,,United Kingdom
537642,21481,FAWN BLUE HOT WATER BOTTLE,4,2010-12-07 15:33:00,6.77,,United Kingdom
537642,21156,RETROSPOT CHILDRENS APRON,1,2010-12-07 15:33:00,4.21,,United Kingdom
537642,22947,WOODEN ADVENT CALENDAR RED,1,2010-12-07 15:33:00,34.0,,United Kingdom
537643,21154,RED RETROSPOT OVEN GLOVE ,1,2010-12-07 15:34:00,3.36,,United Kingdom
537643,22430,ENAMEL WATERING CAN CREAM,1,2010-12-07 15:34:00,10.17,,United Kingdom
537643,22350,ILLUSTRATED CAT BOWL ,1,2010-12-07 15:34:00,5.06,,United Kingdom
537643,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2010-12-07 15:34:00,5.91,,United Kingdom
537645,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2010-12-07 15:34:00,4.21,,United Kingdom
537643,22422,TOOTHPASTE TUBE PEN,1,2010-12-07 15:34:00,1.28,,United Kingdom
537645,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2010-12-07 15:34:00,5.91,,United Kingdom
537646,82583,HOT BATHS METAL SIGN,4,2010-12-07 15:39:00,2.1,17591.0,United Kingdom
537646,84944,SET OF 6 KASHMIR FOLKART BAUBLES,1,2010-12-07 15:39:00,4.25,17591.0,United Kingdom
537646,72232,FENG SHUI PILLAR CANDLE,12,2010-12-07 15:39:00,0.19,17591.0,United Kingdom
537650,22961,JAM MAKING SET PRINTED,12,2010-12-07 15:48:00,1.45,16125.0,United Kingdom
537648,84050,PINK HEART SHAPE EGG FRYING PAN,12,2010-12-07 15:48:00,1.65,12839.0,United Kingdom
537648,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2010-12-07 15:48:00,0.85,12839.0,United Kingdom
537655,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-12-07 16:20:00,0.95,15081.0,United Kingdom
537666,85185B,PINK HORSE SOCK PUPPET,1,2010-12-07 18:36:00,5.91,,United Kingdom
537666,85131D,BEADED CRYSTAL HEART PINK ON STICK,3,2010-12-07 18:36:00,0.85,,United Kingdom
537666,22196,SMALL HEART MEASURING SPOONS,1,2010-12-07 18:36:00,1.66,,United Kingdom
537666,22110,BIRD HOUSE HOT WATER BOTTLE,1,2010-12-07 18:36:00,7.62,,United Kingdom
537666,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-07 18:36:00,5.91,,United Kingdom
537666,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2010-12-07 18:36:00,2.51,,United Kingdom
537666,21935,SUKI  SHOULDER BAG,3,2010-12-07 18:36:00,3.36,,United Kingdom
537666,21931,JUMBO STORAGE BAG SUKI,1,2010-12-07 18:36:00,4.21,,United Kingdom
537666,22621,TRADITIONAL KNITTING NANCY,1,2010-12-07 18:36:00,1.45,,United Kingdom
537666,22977,DOLLY GIRL CHILDRENS EGG CUP,1,2010-12-07 18:36:00,2.51,,United Kingdom
537678,22644,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-08 09:56:00,1.45,16779.0,United Kingdom
537680,22630,DOLLY GIRL LUNCH BOX,12,2010-12-08 10:11:00,1.95,13599.0,United Kingdom
537686,21122,SET/10 PINK POLKADOT PARTY CANDLES,48,2010-12-08 10:21:00,1.25,14744.0,United Kingdom
537685,21688,SILVER PLATE CANDLE BOWL SMALL,6,2010-12-08 10:21:00,2.95,18077.0,United Kingdom
537692,21700,BIG DOUGHNUT FRIDGE MAGNETS,2,2010-12-08 10:40:00,0.85,14796.0,United Kingdom
537698,21464,DISCO BALL ROTATOR BATTERY OPERATED,16,2010-12-08 10:51:00,4.25,13199.0,United Kingdom
C537756,84949,SILVER HANGING T-LIGHT HOLDER,-8,2010-12-08 11:33:00,1.65,14952.0,United Kingdom
